Sample,X6_SL,LSTc,DSLNH,DFLNH,X2_FL,X3_FL,X3_SL,DFLac,DFLNT,DSLNT,FDSLNH,FLNH,LNFP_I,LNFP_II,LNFP_III,LNH,LNnT,LNT,LSTb,z6DDL
14HM132.M,3.8382440952170453,1.603412358612167,1.3324329429499888,-0.478506833,-0.595469111,-0.555655816,-0.950719206,-0.336823631,-0.642530876,-0.153365149,-1.551446204,-0.539622438,-1.251883155,-2.636949,-0.162967575,-0.747820257,2.964775867922426,1.8863530161321291,-1.164858881,6.295582564184427
14HM134.M,0.43268156476489433,0.5802461543420161,-0.002077636,1.1095961042165159,-0.618781381,-0.356678338,0.6148900252959673,-0.039163976,-0.3425612,-0.518123695,0.6114995546176214,-0.366840979,-0.672143183,0.6359730551993062,-0.063115519,-0.98459817,-0.684862717,-1.035661729,-1.596113168,2.1204461872899754
14HM135.M,0.7538478002307561,-0.126625939,-0.54610584,-0.058133049,-0.570773463,-0.583893184,-0.789444105,-0.714421932,-0.424169836,-0.940239804,0.063539537,1.472704634685144,-0.697044565,0.8919917822893177,1.3683530726958806,0.22015597305278214,0.2761914051239744,1.0823313130210652,-0.562184291,0.022982972662858814
14HM136.M,0.873597451,-0.367458768,-0.784277228,1.476624338501792,-0.449237598,-0.442321442,-0.926645572,-0.305788027,-0.510384766,-1.311027546,-0.882391792,0.14385819977430156,-0.062727307,2.4372574956151567,3.108747429,-0.503149748,1.6430696050344495,0.991625886,-0.097327777,1.1984857939002818
14HM137.M,-0.197537503,-0.350488925,-0.660058809,0.1731147258297563,0.2637204687760385,-0.308772285,-0.807670816,-0.831752381,-0.439970109,-1.071626297,-0.721047231,0.1360962116762814,0.6103145323273651,-0.551484786,0.28800721485271086,-0.514830489,0.3958708446238592,-0.437597023,-0.711133844,-1.034970511
14HM138.M,0.5636295396273461,0.2990290349029606,-0.472474692,-0.435313884,-0.227289303,-0.181671956,-0.573269953,-0.599337042,1.1029929492671096,-1.021716493,-0.241915432,0.22858474094698394,-0.384829463,0.47717256473680075,0.49100956827032594,-0.557467825,1.1969903580108423,-0.360223182,-0.805207246,-0.045130002
14HM139.M,0.010908782387144255,-0.182328935,-0.51191995,-0.253458839,0.28439261108362623,0.21660205662304058,-0.74079487,-0.524297951,-0.08571914,-1.247803641,0.11219608069499966,1.1594370355424417,-0.409081767,0.012425256806849354,0.918014519,0.041485231,1.1798932952251444,-0.375357845,-1.073708414,-0.936798941
14HM14.M,3.2082727050336683,0.28949827416980406,1.304961977618802,0.24143316542634383,-0.618781381,-0.61646242,-0.987138293,-0.302026136,-1.171912577,-0.232693491,-0.337152967,0.10716125277935647,-1.114102175,-0.410952695,0.3737372232423301,-0.627852782,1.1642018136035477,1.2068601844699556,-1.74811263,5.044166122248618
14HM140.M,-0.865506418,-0.615340908,-0.488252795,-0.394901652,-0.517478676,0.79447436,0.2721277862102014,-0.595407314,0.11392542483843333,-0.590871173,0.4588739549142178,-0.168220885,-0.266899303,0.6498405439587608,0.8900141939532243,0.9835673255851423,-0.287095753,-0.850654298,0.588255021,-2.364001774
14HM141.M,-0.794363422,-0.531698029,-0.597763832,-0.058541834,-0.65057084,1.2242933590344471,0.14699734659431066,-0.087598328,2.530769600116078,-0.952341983,0.4012381746769881,-0.067149245,-1.025074464,0.4559656430363145,1.333253068432463,0.9917081396270975,-0.772106625,-1.535448589,1.1716909852160398,-1.982367116
14HM142.M,-0.707846496,-0.627134356,-0.328837539,-0.058541834,-0.618781381,1.0681374329699074,1.256236322355362,0.13811515473731473,0.8214407335653207,-0.470678514,-0.615850599,-0.431060636,-0.764350455,0.6144073750135196,2.801390320991675,0.8543769503924682,0.017372849,-1.246115457,1.1911327768428546,-1.722360225
14HM143.M,-0.567496817,-0.090027585,0.057201815,3.089431098774591,-0.625139273,-0.167978033,-0.638379239,-0.173181356,-0.887489502,0.1901379549726779,0.10092909454764606,-0.216995112,-1.02401461,-0.795283924,1.4206236169375812,0.41239151377527117,3.3797686550469694,0.13079734392275943,2.8171735310855492,2.489108512220523
14HM144.M,0.5759775565444146,-0.574351911,-0.362027969,-0.38816628,1.3017811875250913,2.5008554871532542,0.085035959,1.5595806478096033,-0.421659513,-0.912938714,0.15882526845547915,0.3031722645523892,-0.885066549,-0.658552802,-0.320999845,0.46379789407374805,-1.15355047,-1.439715806,-0.881641885,-0.748568603
14HM145.M,-0.431267823,-0.514444915,-0.407609156,-0.422965702,0.8123672905589222,3.080306677064841,1.537409976357353,-0.415575477,-0.487075594,-0.958156144,0.9123259112516353,0.19874973150482186,-0.85401827,-0.218492161,0.7873463370523618,1.2069057531876943,-1.056158273,-1.154878039,-0.954156799,-1.776287596
14HM146.M,-0.533873964,-0.170767936,-0.181456342,-0.03680437,0.1513783237759176,0.7846063224832405,-0.179117329,-0.87273383,0.11082443678035576,-0.80842673,-0.15541491,-0.09064986,1.112550434647829,-0.246507367,0.7430124897542618,0.4942531342013688,0.312827968,-0.808821408,0.1453260863290186,-0.922902612
14HM147.M,-0.746512085,-0.751423526,-0.461854845,-0.136182422,-0.6039463,-0.009252814,-0.743521349,-0.269579823,0.22708221210375873,-1.151232179,1.6155314117217177,-0.59160978,-1.136359102,1.0950139620110422,1.6889760159175857,1.9340842312716209,0.3077314814713365,-1.077383067,-0.279373644,-2.095972878
14HM148.M,-0.684990171,-0.526005914,-0.265606226,-0.554305458,-0.655577493,0.4830390819570468,0.5161780847228552,-0.902674614,0.24077060302359785,-1.128361374,1.8165266826070232,0.2614032513333621,-0.786991297,0.915430247,0.5143431721114311,1.6414005123417503,-0.239468221,-0.814263085,-0.450472126,-2.030907769
14HM149.M,-0.541811975,0.068860049,-0.403226349,0.8242006925015688,-0.939494708,-0.473371159,-0.769877195,-0.908662771,-0.012329089,-0.661256794,-1.386019996,0.03465718,4.081592127298998,-1.359349026,-0.017662995,-0.669137039,0.9954892608936895,-0.29203217,0.7117263606933641,-0.051977583
14HM15.M,-0.42862182,-0.275867929,-0.66093537,-0.472358431,2.8571650510236273,0.9945981705983384,-0.160354539,-0.214410832,-0.260260468,-0.642487295,-0.904185055,-0.408392711,-0.474642941,-1.157972395,-0.89733986,-0.622439004,-0.231224994,-1.192119514,-1.383366696,-1.83778355
14HM150.M,-0.294557636,-0.081432941,0.33834450552827056,-0.253458839,0.056145438,1.1295929301009018,0.018830112,-0.003141171,-0.146409906,-1.100633705,2.747083081827029,0.9655094741683878,-0.801382774,0.45290196524777016,0.19467279948829014,4.388463171853141,-0.489207459,-0.988736846,-0.607261129,-0.291104911
14HM151.M,0.042394101263697595,1.59897346,1.7676308674072103,-0.362045951,-0.595469111,-0.249909936,-0.866152851,-0.262526277,-0.974391016,-1.250297715,1.4669527064103491,-0.191001442,-1.309115255,-0.071953406,1.156951783056065,4.639666511135462,1.3895169964768923,-0.472749615,-0.54625642,3.0469524777872015
14HM152.M,-0.440969837,-0.185481935,0.035930859006370185,-0.064868421,0.055403171,0.7885535376733739,0.031025926229826015,-0.721907128,0.2047400751106991,-1.011905164,1.3063087585611952,0.9491002189751988,0.053977336,0.8323554521162713,0.19000607872006903,1.925649420199544,0.8858848762496625,-0.413449582,-0.697414806,-0.655389333
14HM153.M,1.3530206211113578,0.9832299923781389,1.800448744364589,2.9649264484380278,0.3363142037017857,0.053976791,-0.729403175,-0.848781202,-0.489290586,-1.288755276,0.1061140127262416,5.482529903711731,0.4442795272089524,-0.972683704,0.089671582,5.458457275003551,0.5329526516020433,-0.411749058,-0.558264566,7.101625806292113
14HM154.M,-0.20253551,0.5260450207933424,0.44265529954596955,2.689898755619762,0.3510482081831362,-0.021809741,-0.678073541,-0.860196127,-0.181111439,-0.973513007,-0.011472635,1.7635959767462244,1.723921705501182,-0.70889696,-0.766671679,1.5216099011731086,0.26550574088291323,-0.573298837,-0.13689412,3.4560635659226087
14HM155.M,-0.717036215,-0.786653898,-0.454066904,-0.358979668,-1.371085988,-0.42166264,-0.15754012,-0.462357953,0.8773591515174806,-0.444127816,1.5097201428496643,-0.150319879,-0.831365019,2.209261233,1.468687569212633,1.4870939623618047,1.1966850533182405,-0.494054419,1.5917046416262053,-2.316736685
14HM156.M,-0.630306096,-0.652125906,0.2103665565653793,-0.57226645,-0.615309496,1.2507724364379982,1.5262863218946674,-0.042064191,0.3420695462541254,-0.739320847,3.505314222,0.36880928532514573,-1.104936339,1.3808710005683622,2.6937017708706548,2.4433885023690967,-0.763065768,-1.044514032,-0.033021405,-1.644331895
14HM157.M,-0.787890312,-0.700471903,-0.597822957,-0.456642563,-0.835243276,0.5284320566435812,0.11921104233159756,-0.541701032,1.1276531876337252,-0.518352653,0.024343988,-0.196564144,0.37711930041948194,0.40144829433102514,0.432675559,0.5998312999771208,0.49204182279340936,-1.209634911,0.19432264985534609,-2.542827734
14HM158.M,-0.729678232,-0.623748908,-0.419004453,-0.497054795,-0.385874696,0.8311834617268147,-0.235539721,-0.440276624,0.7683815711907613,-0.787524334,0.25275942930630063,0.015264423435524825,-0.03850123,0.8642539543018543,1.2213513684969184,0.9774762775596179,0.42975966550265315,-0.971731606,0.3452320655164347,-2.269486388
14HM159.M,-0.719094218,-0.26956193,-0.124479858,-0.452152315,0.019848570924768518,0.7459236136199326,0.411776557,-0.154716393,1.5046447358371307,-0.797762242,0.3885922806085671,-0.093633361,-0.433867089,0.5993576970215777,0.33700778291903194,0.8901712558604384,0.0676683,-1.139233218,-0.554344841,-1.56528832
14HM16.M,-0.076409337,0.001596053,-0.567143311,-0.511648101,-0.293685106,0.11989528446477164,-0.161560718,0.8305225461366806,1.0015463399385789,-0.132724763,-0.477764512,-0.718676809,-0.852152708,0.8935173628286281,2.420698605929724,-0.175762149,0.015766502,-0.669208389,-0.389716387,-1.153604696
14HM160.M,-0.534755965,-0.487118916,-0.106072071,0.7242926734777907,0.20671434564416363,0.12542138573095835,-0.207261515,-0.885271533,0.3444322038221842,-1.010198846,0.9711192349496317,0.41505354996049715,0.3748539753095196,0.31670922982932426,0.2763404129321583,1.2393913426571563,1.472375190737618,-0.512590131,0.5451380447038507,-0.403654279
14HM161.M,-0.784950308,-0.629003907,-0.595193273,-0.229885036,2.0497638734624672,1.230246917449304,0.12658213866229276,-0.131325155,-0.546437365,-1.142865078,-0.987306651,-0.397950457,0.084892361,-1.310114382,-0.327999927,-0.851868479,-1.215832628,-1.321019232,-1.048230201,-2.239032525
14HM162.M,-0.762312277,-0.858121893,-0.489129356,-0.618291492,-0.954006033,0.20318152497658656,0.41526107495897346,-0.705626827,-0.059877573,-0.911658975,2.8808885771397104,-0.199547645,-0.991403575,2.313278088366948,1.202684485424034,1.8728603373116675,-0.246184924,-1.086346922,-0.779729033,-2.727855019
14HM163.M,-0.72791423,-0.623748908,-0.298915555,-0.473480993,-0.752109346,0.5244848414534478,0.6028889815584875,-0.62141837,0.21168038171687198,-0.87198708,2.2253768071735474,-0.283085671,-0.874672704,1.6672640745389231,0.4350089190516734,1.8850424333627163,-0.223592377,-1.004381666,-0.295642985,-2.124059686
14HM164.M,-0.515351939,-0.710981902,-0.526821492,0.19781109008282508,0.5556170562970002,0.38791119587483114,-0.166251416,-0.887142833,0.14390164273318115,-0.909099498,-0.18717682,0.17338997347898402,1.2681915951440619,-0.297128904,-0.367667053,0.3886749684256169,0.464869705,-0.267374572,-0.138853982,-1.555344243
14HM166.M,-0.745871219,-0.647109401,-0.078707171,5.196314328,-0.648451543,-0.057212952,-0.461221984,-0.264877459,0.33590842025869266,-1.23853131,1.133776215712129,-0.64818424,-1.172394128,1.072127934058779,1.1834749852808326,1.5868099596438232,0.37705923004775016,-0.980033278,0.093555268,3.7246265373759635
14HM167.M,-0.788184312,-0.553331912,-0.584674537,2.6674475153896995,1.9921268231865548,0.7459236136199326,-0.886072477,-0.806489844,-1.734263458,-1.17741802,-0.227048155,-0.81564059,1.6422367471243062,-0.95243509,-0.447001306,-0.297583109,-0.465088389,-1.106583158,-0.599421679,0.7412567535459754
14HM168.M,-0.732030235,-0.602728909,-0.447930975,-0.629517112,0.27567097115134065,2.172841904853166,1.3012668539085361,-0.633207554,0.8346836491944157,-0.340042412,-0.320982316,-0.275626919,-0.431335255,0.18994735592661585,1.4500206861397487,2.337810336593344,-0.848856387,-1.26201105,0.6294121339691339,-2.412207232
14HM169.M,-0.528287956,-0.303193928,-0.328718639,-0.41061752,-0.373515947,0.17002491737946587,-0.224952146,-0.801250207,0.7285117247297667,-0.590018014,-0.172309543,-0.224907403,0.4364175165332008,0.8949042542280014,1.027682456615745,0.8556553170491349,0.7197991234743124,-0.810181828,-0.06045948,-1.570818044
14HM17.M,0.5978114001707101,-0.505064635,-0.197266074,0.9931352221836881,-0.639974354,-0.611609311,-0.612865302,-0.200925305,-0.831481875,-0.912108471,0.22519492080806347,-0.626777687,-0.979500755,1.125491989620546,1.515795107273513,-0.79517584,0.43489726748369084,-0.276420298,-0.472024125,0.888615913
14HM170.M,0.6174316133374295,3.250236851477923,0.5495957774464676,1.186788222217078,0.4394522350712392,0.6026397022180894,-0.748031946,-0.869365492,-0.74268561,-0.986310392,-1.222479946,0.5627368466991994,1.9136759970650825,-0.986968686,-0.442334585,-0.378797083,0.18154695041743293,-1.034310889,-0.358358587,5.604052464478898
14HM171.M,-0.328367682,2.978027868396401,0.636375346,1.395584756356659,0.63095718,0.5584308920885949,-0.657166431,-0.906042953,-0.839849902,-1.011905164,-1.148819345,0.6074893608624425,1.6587602949852076,-1.065744117,-0.419000982,-0.313825904,0.31191205415837886,0.042801002,-0.464191164,4.681620287902451
14HM172.M,0.4013413172887337,-0.624799908,-0.294532749,-0.394901652,-0.045211152,1.4153713098665617,1.5552346274843065,-0.432978558,-0.004798118,-0.857056796,1.9557384605585995,-0.383032953,-0.741551541,1.243568752030418,1.7650243379946686,1.1987843558203286,-0.613771774,-0.987546479,0.16884443682165584,-0.912892991
14HM173.M,0.099402904,3.1672078566383854,0.367271028,1.3147602915284342,0.931909428,0.3472548794164566,-0.531053674,-1.023747662,-0.645964315,-1.026835447,-1.254917642,0.4135617994883889,2.0245436730350015,-1.080999922,-0.743338075,-0.433616515,0.19925462258833446,-0.284379812,-0.358358587,4.948642080032014
